Temperature[K],Pressure[MPa],Density["l"kg/m3],Volume["l1"m3/kg],Internal_Energy["l2"kJ/mol],Enthalpy["l3"kJ/mol1],Entropy["l4"J/molstarK],Cv["l5"J/molstarK1],Cp["l6"J/molstarK2],SoundSpd["l7"m/s],Joule-Thomson["l8"K/MPa,Viscosity,"l,9",uPastars,Therm,Cond,"l,10",W/mstarK,Surf,Tension,"l,11",N/m,Density1,"v,",kg/m31,Volume1,"v,1",m3/kg1,Internal1,Energy1,"v,2",kJ/mol2,Enthalpy1,"v,3",kJ/mol3,Entropy1,"v,4",J/molstarK3,Cv1,"v,5",J/molstarK4],Cp1["v6"J/molstarK5],Sound1Spd1["v7"m/s1],Joule-Thomson1["v8"K/MPa1],Viscosity1["v9"uPastars1],Therm1Cond1["v10"W/mstarK1]
290.0,0.00192,998.76,0.0010012,1.2742,1.2742,4.5266,75.095,75.429,1472.1,-0.2272,1084.0,0.59224,0.07321,0.014363,69.625,43.201,45.609,157.41,25.816,34.27,420.99,351.65,9.4466,0.017872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295.0,0.0026212,997.76,0.0010022,1.6511,1.6512,5.8154,74.765,75.361,1487.7,-0.22362,957.83,0.60118,0.072455,0.019281,51.865,43.324,45.773,155.38,25.898,34.374,424.46,304.01,9.6018,0.018214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300.0,0.0035368,996.51,0.0010035,2.0278,2.0279,7.0816,74.412,75.32,1501.4,-0.22024,853.75,0.60944,0.071686,0.02559,39.078,43.446,45.936,153.44,25.982,34.483,427.89,264.35,9.7596,0.018563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305.0,0.0047193,995.03,0.001005,2.4044,2.4044,8.3264,74.038,75.3,1513.1,-0.21702,766.79,0.61711,0.070903,0.033598,29.764,43.568,46.099,151.59,26.069,34.596,431.28,231.32,9.9196,0.018918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310.0,0.0062311,993.34,0.0010067,2.7808,2.781,9.5507,73.645,75.294,1523.2,-0.21393,693.32,0.62422,0.070106,0.043663,22.903,43.69,46.261,149.81,26.158,34.716,434.63,203.74,10.082,0.019279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315.0,0.0081451,991.46,0.0010086,3.1573,3.1575,10.756,73.235,75.301,1531.7,-0.21094,630.64,0.63082,0.069295,0.056195,17.795,43.811,46.422,148.1,26.252,34.843,437.93,180.66,10.246,0.019646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320.0,0.010546,989.39,0.0010107,3.5339,3.534,11.941,72.811,75.317,1538.7,-0.20804,576.71,0.63695,0.06847,0.071662,13.954,43.931,46.582,146.47,26.35,34.98,441.18,161.25,10.411,0.020021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325.0,0.013531,987.15,0.001013,3.9105,3.9107,13.109,72.374,75.342,1544.3,-0.2052,529.95,0.64262,0.067632,0.09059,11.039,44.051,46.742,144.9,26.456,35.127,444.39,144.85,10.578,0.020403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330.0,0.017213,984.75,0.0010155,4.2873,4.2876,14.26,71.927,75.373,1548.7,-0.20241,489.13,0.64787,0.066781,0.11357,8.805,44.169,46.9,143.39,26.568,35.287,447.54,130.92,10.747,0.020793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335.0,0.021718,982.2,0.0010181,4.6642,4.6646,15.394,71.471,75.411,1551.9,-0.19964,453.28,0.6527,0.065917,0.14127,7.0788,44.287,47.057,141.94,26.69,35.462,450.64,119.01,10.916,0.021191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340.0,0.027188,979.5,0.0010209,5.0414,5.0419,16.511,71.008,75.456,1553.9,-0.1969,421.61,0.65713,0.06504,0.1744,5.7339,44.404,47.212,140.54,26.821,35.653,453.68,108.77,11.087,0.021599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345.0,0.033783,976.67,0.0010239,5.4187,5.4194,17.613,70.541,75.508,1554.9,-0.19415,393.51,0.66117,0.06415,0.21378,4.6776,44.52,47.367,139.2,26.963,35.862,456.67,99.902,11.258,0.022016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
